V101	Marseille	Amsterdam	1/04/07	8:10	1/04/07	9:10	5050	560
V102	Marseille	Amsterdam	2/04/07	8:10	2/04/07	9:10	5050	560
V103	Marseille	Amsterdam	3/04/07	8:10	3/04/07	9:10	5050	560
V104	Marseille	Amsterdam	4/04/07	8:10	4/04/07	9:10	5050	560
V105	Marseille	Amsterdam	5/04/07	8:10	5/04/07	9:10	5050	560
V106	Marseille	Amsterdam	6/04/07	8:10	6/04/07	9:10	5050	560
V107	Marseille	Amsterdam	7/04/07	8:10	7/04/07	9:10	5050	560
V108	Marseille	Amsterdam	8/04/07	8:10	8/04/07	9:10	5050	560
V109	Marseille	Amsterdam	9/04/07	8:10	9/04/07	9:10	5050	560
V110	Marseille	Amsterdam	10/04/07	8:10	10/04/07	9:10	5050	560
V111	Marseille	Amsterdam	11/04/07	8:10	11/04/07	9:10	5050	560
V112	Marseille	Amsterdam	12/04/07	8:10	12/04/07	9:10	5050	560
V113	Marseille	Amsterdam	13/04/07	8:10	13/04/07	9:10	5050	560
V114	Marseille	Amsterdam	14/04/07	8:10	14/04/07	9:10	5050	560
V115	Marseille	Amsterdam	15/04/07	8:10	15/04/07	9:10	5050	560
V116	Marseille	Amsterdam	16/04/07	8:10	16/04/07	9:10	5050	560
V117	Marseille	Amsterdam	17/04/07	8:10	17/04/07	9:10	5050	560
V118	Marseille	Amsterdam	18/04/07	8:10	18/04/07	9:10	5050	560
V119	Marseille	Amsterdam	19/04/07	8:10	19/04/07	9:10	5050	560
V120	Marseille	Amsterdam	20/04/07	8:10	20/04/07	9:10	5050	560
V141	Amsterdam	Marseille	1/04/07	23:20	2/04/07	1:10	5050	101
V142	Amsterdam	Marseille	2/04/07	23:20	3/04/07	1:10	5050	101
V143	Amsterdam	Marseille	3/04/07	23:20	4/04/07	1:10	5050	101
V144	Amsterdam	Marseille	4/04/07	23:20	5/04/07	1:10	5050	101
V145	Amsterdam	Marseille	5/04/07	23:20	6/04/07	1:10	5050	101
V146	Amsterdam	Marseille	6/04/07	23:20	7/04/07	1:10	5050	101
V147	Amsterdam	Marseille	7/04/07	23:20	8/04/07	1:10	5050	101
V148	Amsterdam	Marseille	8/04/07	23:20	9/04/07	1:10	5050	101
V149	Amsterdam	Marseille	9/04/07	23:20	10/04/07	1:10	5050	101
V150	Amsterdam	Marseille	10/04/07	23:20	11/04/07	1:10	5050	101
V151	Amsterdam	Marseille	11/04/07	23:20	12/04/07	1:10	5050	101
V152	Amsterdam	Marseille	12/04/07	23:20	13/04/07	1:10	5050	101
V153	Amsterdam	Marseille	13/04/07	23:20	14/04/07	1:10	5050	101
V154	Amsterdam	Marseille	14/04/07	23:20	15/04/07	1:10	5050	101
V155	Amsterdam	Marseille	15/04/07	23:20	16/04/07	1:10	5050	101
V156	Amsterdam	Marseille	16/04/07	23:20	17/04/07	1:10	5050	101
V157	Amsterdam	Marseille	17/04/07	23:20	18/04/07	1:10	5050	101
V180	Marseille	Amsterdam	10/04/07	10:10	10/04/07	11:10	5050	915
V181	Marseille	Amsterdam	11/04/07	10:10	11/04/07	11:10	5050	915
V182	Marseille	Amsterdam	12/04/07	10:10	12/04/07	11:10	5050	915
V183	Marseille	Amsterdam	13/04/07	10:10	13/04/07	11:10	5050	915
V184	Marseille	Amsterdam	14/04/07	10:10	14/04/07	11:10	5050	915
V185	Marseille	Amsterdam	15/04/07	10:10	15/04/07	11:10	5050	915
V186	Marseille	Amsterdam	16/04/07	10:10	16/04/07	11:10	5050	915
V187	Marseille	Amsterdam	17/04/07	10:10	17/04/07	11:10	5050	915
V188	Marseille	Amsterdam	18/04/07	10:10	18/04/07	11:10	5050	915
V189	Marseille	Amsterdam	19/04/07	10:10	19/04/07	11:10	5050	915
V190	Marseille	Amsterdam	20/04/07	10:10	20/04/07	11:10	5050	915
V191	Marseille	Amsterdam	21/04/07	10:10	21/04/07	11:10	5050	915
V192	Marseille	Amsterdam	22/04/07	10:10	22/04/07	11:10	5050	915
V193	Marseille	Amsterdam	23/04/07	10:10	23/04/07	11:10	5050	915
V194	Marseille	Amsterdam	24/04/07	10:10	24/04/07	11:10	5050	915
V195	Marseille	Amsterdam	25/04/07	10:10	25/04/07	11:10	5050	915
V196	Marseille	Amsterdam	26/04/07	10:10	26/04/07	11:10	5050	915
V197	Marseille	Amsterdam	27/04/07	10:10	27/04/07	11:10	5050	915
V198	Marseille	Amsterdam	28/04/07	10:10	28/04/07	11:10	5050	915
V199	Marseille	Amsterdam	29/04/07	10:10	29/04/07	11:10	5050	915
V200	Marseille	Amsterdam	30/04/07	10:10	30/04/07	11:10	5050	915
V211	Paris	Pekin	1/04/07	17:00	2/04/07	5:07	5070	525
V212	Paris	Pekin	3/04/07	17:00	4/04/07	5:07	5070	525
V213	Paris	Pekin	5/04/07	17:00	6/04/07	5:07	5070	525
V214	Paris	Pekin	7/04/07	17:00	8/04/07	5:07	5070	525
V215	Paris	Pekin	9/04/07	17:00	10/04/07	5:07	5070	525
V216	Paris	Pekin	11/04/07	17:00	12/04/07	5:07	5070	525
V217	Paris	Pekin	13/04/07	17:00	14/04/07	5:07	5070	525
V218	Paris	Pekin	15/04/07	17:00	16/04/07	5:07	5070	525
V219	Paris	Pekin	17/04/07	17:00	18/04/07	5:07	5070	525
V220	Paris	Pekin	19/04/07	17:00	20/04/07	5:07	5070	525
V221	Paris	Pekin	21/04/07	17:00	22/04/07	5:07	5070	525
V222	Paris	Pekin	23/04/07	17:00	24/04/07	5:07	5070	525
V223	Paris	Pekin	25/04/07	17:00	26/04/07	5:07	5070	525
V224	Paris	Pekin	27/04/07	17:00	28/04/07	5:07	5070	525
V265	Paris	Marseille	15/04/07	8:10	15/04/07	9:10	4000	715
V350	Marseille	Paris	10/04/07	8:10	10/04/07	9:10	4000	415
V351	Marseille	Paris	11/04/07	8:10	11/04/07	9:10	4000	415
V420	Nantes	Paris	20/04/07	8:00	20/04/07	9:10	3321	140
V501	Marseille	NewYork	1/04/07	8:30	1/04/07	10:40	5060	240
V502	Marseille	NewYork	2/04/07	8:30	2/04/07	10:40	5060	240
V503	Marseille	NewYork	3/04/07	8:30	3/04/07	10:40	5060	240
V504	Marseille	NewYork	4/04/07	8:30	4/04/07	10:40	5060	240
V505	Marseille	NewYork	5/04/07	8:30	5/04/07	10:40	5060	240
V506	Marseille	NewYork	6/04/07	8:30	6/04/07	10:40	5060	240
V507	Marseille	NewYork	7/04/07	8:30	7/04/07	10:40	5060	240
V508	Marseille	NewYork	8/04/07	8:30	8/04/07	10:40	5060	240
V509	Marseille	NewYork	9/04/07	8:30	9/04/07	10:40	5060	240
V510	Marseille	NewYork	10/04/07	8:30	10/04/07	10:40	5060	240
V511	Marseille	NewYork	11/04/07	8:30	11/04/07	10:40	5060	240
V512	Marseille	NewYork	12/04/07	8:30	12/04/07	10:40	5060	240
V513	Marseille	NewYork	13/04/07	8:30	13/04/07	10:40	5060	240
V514	Marseille	NewYork	14/04/07	8:30	14/04/07	10:40	5060	240
V515	Marseille	NewYork	15/04/07	8:30	15/04/07	10:40	5060	240
V516	Marseille	NewYork	16/04/07	8:30	16/04/07	10:40	5060	240
V517	Marseille	NewYork	17/04/07	8:30	17/04/07	10:40	5060	240
V518	Marseille	NewYork	18/04/07	8:30	18/04/07	10:40	5060	240
V519	Marseille	NewYork	19/04/07	8:30	19/04/07	10:40	5060	240
V520	Marseille	NewYork	20/04/07	8:30	20/04/07	10:40	5060	240
V521	Marseille	NewYork	21/04/07	8:30	21/04/07	10:40	5060	240
V522	Marseille	NewYork	22/04/07	8:30	22/04/07	10:40	5060	240
V523	Marseille	NewYork	23/04/07	8:30	23/04/07	10:40	5060	240
V524	Marseille	NewYork	24/04/07	8:30	24/04/07	10:40	5060	240
V525	Marseille	NewYork	25/04/07	8:30	25/04/07	10:40	5060	240
V526	Marseille	NewYork	26/04/07	8:30	26/04/07	10:40	5060	240
V527	Marseille	NewYork	27/04/07	8:30	27/04/07	10:40	5060	240
V528	Marseille	NewYork	28/04/07	8:30	28/04/07	10:40	5060	240
V529	Marseille	NewYork	29/04/07	8:30	29/04/07	10:40	5060	240
V530	Marseille	NewYork	30/04/07	8:30	30/04/07	10:40	5060	240
V601	Ajaccio	Marseille	1/04/07	18:00	1/04/07	19:40	3687	840
V602	Ajaccio	Marseille	2/04/07	18:00	2/04/07	19:40	3687	840
V603	Ajaccio	Marseille	3/04/07	18:00	3/04/07	19:40	3687	840
V604	Ajaccio	Marseille	4/04/07	18:00	4/04/07	19:40	3687	840
V605	Ajaccio	Marseille	5/04/07	18:00	5/04/07	19:40	3687	840
V606	Ajaccio	Marseille	6/04/07	18:00	6/04/07	19:40	3687	840
V607	Ajaccio	Marseille	7/04/07	18:00	7/04/07	19:40	3687	840
V608	Ajaccio	Marseille	8/04/07	18:00	8/04/07	19:40	3687	840
V609	Ajaccio	Marseille	9/04/07	18:00	9/04/07	19:40	3687	840
V610	Ajaccio	Marseille	10/04/07	18:00	10/04/07	19:40	3687	840
V611	Ajaccio	Marseille	11/04/07	18:00	11/04/07	19:40	3687	840
V612	Ajaccio	Marseille	12/04/07	18:00	12/04/07	19:40	3687	840
V613	Ajaccio	Marseille	13/04/07	18:00	13/04/07	19:40	3687	840
V614	Ajaccio	Marseille	14/04/07	18:00	14/04/07	19:40	3687	840
V615	Ajaccio	Marseille	15/04/07	18:00	15/04/07	19:40	3687	840
V616	Ajaccio	Marseille	16/04/07	18:00	16/04/07	19:40	3687	840
V617	Ajaccio	Marseille	17/04/07	18:00	17/04/07	19:40	3687	840
V618	Ajaccio	Marseille	18/04/07	18:00	18/04/07	19:40	3687	840
V619	Ajaccio	Marseille	19/04/07	18:00	19/04/07	19:40	3687	840
V620	Ajaccio	Marseille	20/04/07	18:00	20/04/07	19:40	3687	840
V621	Ajaccio	Marseille	21/04/07	18:00	21/04/07	19:40	3687	840
V622	Ajaccio	Marseille	22/04/07	18:00	22/04/07	19:40	3687	840
V623	Ajaccio	Marseille	23/04/07	18:00	23/04/07	19:40	3687	840
V624	Ajaccio	Marseille	24/04/07	18:00	24/04/07	19:40	3687	840
V625	Ajaccio	Marseille	25/04/07	18:00	25/04/07	19:40	3687	840
V626	Ajaccio	Marseille	26/04/07	18:00	26/04/07	19:40	3687	840
V627	Ajaccio	Marseille	27/04/07	18:00	27/04/07	19:40	3687	840
V628	Ajaccio	Marseille	28/04/07	18:00	28/04/07	19:40	3687	840
V629	Ajaccio	Marseille	29/04/07	18:00	29/04/07	19:40	3687	840
V630	Ajaccio	Marseille	30/04/07	18:00	30/04/07	19:40	3687	840
V681	Marseille	Pekin	1/04/07	18:00	2/04/07	6:15	4050	440
V682	Marseille	Pekin	3/04/07	18:00	4/04/07	6:15	4050	440
V683	Marseille	Pekin	5/04/07	18:00	6/04/07	6:15	4050	440
